f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,label
7,0,0,0,0.999971,-1,-1,466,0,0,0,0,3.94,0.04,0.17,4.6,35.0,10,50.0,82.0,523,3047,0,0,3,733,267,2,124,1,0,0,0,6,42,89,0,0,0,0.300,1.000,1,104,0
7,0,0,0,0.999971,-1,-1,404,0,0,0,0,4.25,0.07,0.04,4.8,45.0,10,55.0,82.0,244,6311,0,0,2,671,267,2,124,1,0,0,0,6,66,92,0,0,0,0.375,1.000,1,104,0
7,0,0,0,0.999971,-1,-1,-144,0,0,0,0,2.88,0.10,0.05,4.0,26.0,8,17.0,71.0,487,8878,0,0,1,123,267,2,124,1,0,1,1,7,13,81,0,0,0,0.286,1.000,1,104,0
7,0,0,0,0.999971,-1,-1,41,0,0,0,0,3.17,0.08,0.04,3.9,33.0,5,50.0,59.0,300,7806,0,0,1,308,267,2,124,1,0,0,0,3,52,83,0,0,0,0.200,0.667,1,104,0
7,0,0,0,0.999971,-1,-1,184,0,0,0,0,3.82,0.01,0.14,4.7,35.0,7,52.0,85.0,105,725,0,0,0,451,267,2,124,0,0,1,1,5,16,95,0,0,0,0.250,1.000,1,104,0
7,0,0,0,0.999971,-1,-1,-160,0,0,0,0,2.90,0.03,34.69,3.9,26.0,7,30.0,63.0,3087,89,0,0,2,107,267,2,124,1,0,0,0,1,74,87,0,0,0,0.250,1.000,1,104,0
6,0,0,0,0.002533,-1,-1,-18,0,0,0,0,4.59,0.70,0.04,5.5,43.0,12,61.0,84.0,2667,67071,0,0,0,87,105,0,173,1,0,0,0,19,24,31,0,1,0,0.667,1.000,1,107,0
6,0,0,0,0.017592,5,3,-45,0,0,0,0,2.77,0.00,47.00,4.1,27.0,4,48.0,41.0,47,0,0,0,2,9,54,7,15,1,0,0,1,4,34,89,0,0,0,0.150,1.000,1,-1,0
6,0,0,0,0.017592,5,3,-38,0,0,0,0,2.71,0.01,617.00,4.1,29.0,5,37.0,41.0,617,0,0,0,0,16,54,7,15,0,0,0,1,1,10,0,0,0,0,0.167,1.000,1,-1,0
6,0,0,0,0.017592,5,3,307,0,0,0,0,3.19,2.45,0.16,4.0,36.0,3,39.0,80.0,100000,609517,0,0,3,361,54,7,15,1,0,0,0,1338,95,89,0,0,0,0.136,1.000,1,-1,0
3,0,0,0,8.22E-4,-1,-1,-909,0,0,0,0,4.19,0.08,0.44,5.2,50.0,6,57.0,82.0,2409,5416,0,0,1,279,1188,0,99,1,0,1,0,20,48,86,0,1,0,0.188,1.000,1,102,0
3,0,0,0,8.22E-4,-1,-1,-1089,0,0,0,0,4.08,0.34,0.03,4.5,50.0,5,61.0,84.0,1120,32244,0,0,1,99,1188,0,99,1,0,0,1,10,25,88,0,1,0,0.200,1.000,1,102,0
3,0,0,0,8.22E-4,-1,-1,-943,0,0,0,0,3.95,0.34,0.05,4.6,50.0,6,52.0,78.0,1485,32244,0,0,1,245,1188,0,99,1,0,0,1,12,20,93,0,1,0,0.250,1.000,1,102,0
3,0,0,0,8.22E-4,-1,-1,-943,0,0,0,0,4.15,0.03,0.41,4.7,50.0,7,56.0,82.0,993,2396,0,0,1,245,1188,0,99,1,0,0,0,2,17,88,0,1,0,0.375,1.000,1,102,0
3,0,0,0,8.22E-4,-1,-1,-590,0,0,0,0,4.48,0.94,0.02,4.7,50.0,10,62.0,85.0,1510,91957,0,0,2,598,1188,0,99,0,0,0,1,1,48,84,0,0,1,0.250,1.000,1,102,0
3,0,0,0,8.22E-4,-1,-1,-630,0,0,0,0,4.22,0.23,0.00,4.7,50.0,6,63.0,85.0,109,22471,0,0,2,558,1188,0,99,1,0,0,1,5,16,90,0,1,1,0.333,1.000,1,102,0
3,0,0,0,8.22E-4,-1,-1,-943,0,0,0,0,3.83,0.36,0.09,4.1,50.0,4,56.0,81.0,2750,31662,0,0,1,245,1188,0,99,1,0,0,1,35,15,86,0,1,1,0.214,1.000,1,102,0
3,0,0,0,0.003071,4,4,-61,0,0,0,0,4.16,0.21,0.13,4.5,50.0,5,74.0,74.0,2318,18327,0,0,1,20,81,3,20,1,0,0,1,20,74,94,0,1,1,0.062,1.000,1,110,0
3,0,0,0,0.003071,4,4,-60,0,0,0,0,3.94,1.05,0.02,4.4,50.0,2,74.0,74.0,4101,209598,0,0,2,21,81,3,20,1,0,0,1,15,55,91,0,0,1,0.059,1.000,1,110,0
3,0,0,0,0.003071,4,4,82,0,0,0,0,4.95,0.06,0.03,5.3,50.0,12,80.0,81.0,152,5923,0,0,2,163,81,3,20,1,0,0,1,0,45,86,0,0,0,0.167,1.000,1,110,0
3,0,0,0,0.003071,4,4,-10,0,0,0,0,5.11,0.01,0.14,5.4,50.0,14,80.0,82.0,78,547,0,0,1,71,81,3,20,1,0,0,0,8,27,85,0,0,0,0.333,1.000,1,110,0
3,0,0,0,0.003071,4,4,179,0,0,0,0,4.79,0.46,0.03,5.3,50.0,11,77.0,77.0,1352,43783,0,0,0,260,81,3,20,0,0,1,0,11,17,0,0,0,1,0.143,1.000,1,110,0
3,0,0,0,0.003071,4,4,181,0,0,0,0,4.79,0.14,0.10,5.3,50.0,11,77.0,77.0,1298,12861,0,0,0,262,81,3,20,0,0,1,0,10,7,0,0,0,1,0.143,1.000,1,110,0
4,0,1,1,0.017501,-1,-1,-368,0,0,0,0,3.73,1.19,0.04,4.5,50.0,4,57.0,65.0,16989,409596,0,0,1,311,679,0,65,1,0,0,1,49,23,86,0,0,0,0.158,1.000,1,106,0
4,0,1,1,0.017501,-1,-1,-614,0,0,0,0,3.60,1.56,0.12,4.5,42.0,5,58.0,61.0,55765,449671,0,0,1,65,679,0,65,1,0,0,1,16,37,88,0,0,0,0.105,1.000,1,106,0
4,0,1,1,0.017501,-1,-1,-185,0,0,0,0,3.64,1.20,0.08,4.7,50.0,2,58.0,65.0,19697,261644,0,0,1,494,679,0,65,1,0,0,1,9,21,91,0,0,0,0.273,1.000,1,106,0
4,0,1,1,0.017501,-1,-1,-511,0,0,0,0,3.40,1.24,0.18,4.4,42.0,5,58.0,45.0,23264,129070,0,0,2,168,679,0,65,1,0,0,0,20,40,84,0,0,0,0.091,1.000,1,106,0
4,0,1,1,0.017501,-1,-1,-515,0,0,0,0,3.35,0.87,0.64,4.4,50.0,1,52.0,58.0,33919,53173,0,0,2,164,679,0,65,1,0,0,0,1,78,85,0,0,0,0.176,1.000,1,106,0
4,0,1,1,0.017501,-1,-1,-342,0,0,0,0,3.83,1.18,0.17,4.6,50.0,5,60.0,63.0,17695,101436,0,0,2,337,679,0,65,1,0,0,0,14,38,84,0,0,0,0.214,1.000,1,106,0
6,0,0,0,0.020563,0,0,-7,1,1,1,0,3.50,0.00,0.00,4.3,50.0,0,50.0,81.0,0,0,0,0,2,0,7,6,0,1,0,0,1,0,57,88,0,0,0,0.167,1.000,1,103,0
6,0,0,0,0.020563,0,0,-7,1,1,1,0,2.98,0.00,0.00,4.3,37.0,0,33.0,81.0,0,0,0,0,3,0,7,6,0,1,0,0,1,0,75,93,0,0,0,0.154,1.000,1,103,0
6,0,0,0,0.020563,0,0,6,1,1,3,0,3.28,0.04,3517.00,4.4,34.0,6,29.0,81.0,3517,0,0,0,3,13,7,6,0,0,0,0,1,14,621,94,0,0,0,0.143,0.500,1,103,0
4,0,0,0,0.016269,-1,-1,951,0,0,0,0,3.72,0.30,0.01,4.5,50.0,5,51.0,67.0,405,29334,0,0,2,1134,183,2,-1,1,0,0,1,0,21,84,0,0,0,0.200,0.000,1,-1,0
4,0,0,0,0.016269,-1,-1,-164,0,0,0,0,2.49,0.00,0.25,4.2,16.0,4,26.0,63.0,17,69,0,0,0,19,183,2,-1,1,0,0,1,0,21,97,0,0,1,0.071,1.000,1,-1,0
6,0,0,0,0.003647,-1,-1,343,0,0,0,0,3.94,0.01,1.14,4.8,50.0,9,51.0,58.0,629,554,0,0,2,1053,710,2,315,1,0,0,0,0,23,87,0,0,1,0.286,0.500,1,-1,0
6,0,0,0,0.003647,-1,-1,343,0,0,0,0,3.75,0.04,0.07,4.8,50.0,5,52.0,63.0,261,3587,0,0,0,1053,710,2,315,1,0,0,0,0,15,35,0,0,1,0.200,0.500,1,-1,0
6,0,0,0,0.003647,-1,-1,517,0,0,0,0,2.84,1.10,0.01,4.3,36.0,2,38.0,53.0,8982,946690,0,0,1,1227,710,2,315,1,0,0,1,42,25,91,0,0,0,0.182,1.000,1,-1,0
6,0,0,0,0.003647,-1,-1,-387,0,0,0,0,3.44,0.63,0.01,4.2,24.0,7,50.0,82.0,478,61845,0,0,3,323,710,2,315,1,0,1,1,8,145,103,0,0,0,0.182,0.500,1,-1,0
6,0,0,0,0.003647,-1,-1,343,0,0,0,0,3.69,0.05,0.03,4.9,36.0,8,53.0,62.0,142,4693,0,0,0,1053,710,2,315,1,0,0,1,0,16,89,0,0,0,0.125,0.333,1,-1,0
6,0,0,0,0.003647,-1,-1,-386,0,0,0,0,3.03,0.11,0.12,4.0,35.0,3,56.0,46.0,1095,9511,0,0,2,324,710,2,315,1,0,0,1,13,82,85,0,0,1,0.071,0.500,1,-1,0
2,0,0,0,6.52E-4,10,5,47,0,0,0,0,4.41,1.28,0.03,5.3,50.0,4,80.0,81.0,23776,826188,0,0,2,55,8,8,0,1,0,0,1,115,78,86,0,0,0,0.143,1.000,1,111,0
2,0,0,0,6.52E-4,10,5,-8,0,0,1,0,4.11,0.00,0.00,4.6,50.0,0,80.0,89.0,0,0,0,0,1,0,8,8,0,1,0,0,1,0,78,87,0,1,1,0.133,1.000,1,111,0
2,0,0,0,6.52E-4,10,5,-8,0,0,0,0,4.11,0.00,0.00,4.6,50.0,0,80.0,89.0,0,0,0,0,1,0,8,8,0,1,0,0,1,0,54,105,0,0,0,0.125,1.000,1,111,0
2,0,0,0,6.52E-4,10,5,-8,0,0,0,0,4.11,0.00,0.00,4.6,50.0,0,80.0,89.0,0,0,0,0,2,0,8,8,0,1,0,0,1,0,41,146,0,0,0,0.077,1.000,1,111,0
5,0,0,0,0.011037,1,1,40,1,1,0,0,3.45,0.13,0.10,4.7,50.0,2,62.0,43.0,1244,11879,0,0,2,115,75,3,113,1,0,0,1,2,14,88,0,0,0,0.214,1.000,1,101,0
5,0,0,0,0.011037,1,1,36,1,1,0,0,3.97,0.48,0.02,4.7,50.0,2,63.0,86.0,769,47370,0,0,3,111,75,3,113,1,0,0,1,9,53,88,0,0,0,0.200,1.000,1,101,0
5,0,0,0,0.011037,1,1,471,1,1,0,0,3.37,0.42,0.81,4.4,50.0,2,63.0,40.0,18944,23319,0,0,2,546,75,3,113,1,0,0,1,1,88,90,0,0,0,0.200,1.000,1,101,0
5,0,0,0,0.011037,1,1,256,1,1,0,0,3.40,0.16,0.05,4.7,50.0,4,50.0,43.0,806,15272,0,0,1,331,75,3,113,0,0,0,1,0,10,91,0,0,0,0.100,0.500,1,101,0
4,0,0,0,0.001262,-1,-1,194,0,0,0,0,3.59,2.13,0.03,4.7,50.0,5,61.0,39.0,100000,2961543,0,0,2,283,89,3,266,1,0,0,0,384,73,93,0,0,0,0.200,1.000,1,110,0
4,0,0,0,0.001262,-1,-1,-2,0,0,0,0,4.47,0.40,6.81,5.0,50.0,12,52.0,82.0,27222,3999,0,0,3,87,89,3,266,1,0,1,0,264,142,86,0,0,0,0.400,1.000,1,110,0
4,0,0,0,0.001262,-1,-1,178,0,0,0,0,4.50,2.00,0.02,5.1,50.0,9,63.0,85.0,100000,5051487,0,0,3,267,89,3,266,1,0,0,0,0,92,86,0,0,0,0.143,1.000,1,110,0
4,0,0,0,0.001262,-1,-1,515,0,0,0,0,3.84,1.31,0.02,5.2,50.0,9,52.0,42.0,31282,1740833,0,0,2,604,89,3,266,1,0,1,1,0,57,90,0,0,0,0.167,0.500,1,110,0
4,0,0,0,0.001262,-1,-1,183,0,0,0,0,3.64,1.34,0.05,5.0,50.0,4,63.0,42.0,26232,511237,0,0,2,272,89,3,266,1,0,0,1,238,24,84,0,0,0,0.133,1.000,1,110,0
7,0,0,0,0.813991,-1,-1,-29,0,0,0,0,3.90,0.08,11.08,4.8,50.0,4,55.0,78.0,7514,678,0,0,2,451,480,1,164,1,0,0,0,8,37,86,0,0,0,0.333,1.000,1,-1,0
7,0,0,0,0.813991,-1,-1,0,0,0,0,0,4.19,1.01,0.00,4.8,50.0,9,52.0,78.0,700,626897,0,0,2,480,480,1,164,1,0,0,1,2,104,92,0,0,1,0.333,1.000,1,-1,0
7,0,0,0,0.813991,-1,-1,-1,0,0,0,0,4.19,1.01,0.00,4.8,50.0,9,52.0,78.0,604,420743,0,0,2,479,480,1,164,1,0,0,1,0,107,94,0,0,1,0.333,1.000,1,-1,0
10,0,0,0,1.0,-1,-1,-261,0,0,0,0,3.93,0.05,0.06,4.4,34.0,14,45.0,70.0,284,5003,0,0,2,831,1092,0,831,1,0,0,1,0,20,92,0,0,0,1.000,1.000,1,105,0
7,0,0,0,0.813991,-1,-1,79,0,0,0,0,3.46,1.03,0.00,4.3,24.0,11,34.0,80.0,2269,1409561,0,0,3,559,480,1,164,1,0,0,0,8,42,92,0,0,0,0.154,1.000,1,-1,0
7,0,0,0,0.813991,-1,-1,1,0,0,0,0,3.91,0.13,0.01,4.8,50.0,4,55.0,79.0,77,13185,0,0,2,481,480,1,164,1,0,0,1,0,31,86,0,0,0,0.333,1.000,1,-1,0
10,0,0,0,1.0,-1,-1,-974,0,0,0,0,2.41,1.09,0.06,3.8,19.0,7,14.0,56.0,9081,152831,0,0,1,118,1092,0,831,0,0,1,1,11,74,85,0,0,1,0.231,1.000,1,105,0
6,0,0,0,0.999959,-1,-1,532,0,0,0,0,4.16,0.06,0.06,4.9,50.0,10,56.0,63.0,372,5833,0,0,1,1335,803,1,466,1,0,0,0,1,34,95,0,0,0,0.667,1.000,1,110,0
6,0,0,0,0.999959,-1,-1,-154,0,0,0,0,3.86,0.10,0.04,4.1,50.0,7,58.0,64.0,425,9797,0,0,1,649,803,1,466,1,0,0,0,4,39,93,0,0,0,0.667,1.000,1,110,0
6,0,0,0,0.999959,-1,-1,-99,0,0,0,0,3.35,0.65,0.01,4.0,50.0,6,32.0,62.0,722,64177,0,0,2,704,803,1,466,1,0,0,1,0,71,91,0,0,1,0.444,1.000,1,110,0
6,0,0,0,0.999959,-1,-1,-574,0,0,0,0,2.72,0.19,0.03,3.9,23.0,6,45.0,39.0,519,18434,0,0,2,229,803,1,466,1,0,0,1,1,150,95,0,0,0,0.200,1.000,1,110,0
6,0,0,0,0.999959,-1,-1,528,0,0,0,0,3.39,0.27,0.08,4.8,29.0,7,48.0,62.0,2020,24485,0,0,1,1331,803,1,466,1,0,0,1,5,18,86,0,0,0,0.444,1.000,1,110,0
6,0,0,0,0.999959,-1,-1,-664,0,0,0,0,4.13,0.01,0.03,4.6,49.0,10,61.0,60.0,16,487,0,0,0,139,803,1,466,0,0,1,0,2,7,41,0,0,0,0.750,1.000,1,110,0
6,0,0,0,0.999959,-1,-1,152,0,0,0,0,3.56,0.03,0.18,4.4,50.0,3,56.0,59.0,457,2508,0,0,2,955,803,1,466,1,0,0,1,0,24,84,0,0,0,0.267,1.000,1,110,0
6,0,0,0,0.999959,-1,-1,47,0,0,0,0,2.51,1.00,0.00,3.9,24.0,6,30.0,39.0,332,208665,0,0,1,850,803,1,466,0,0,1,1,0,48,88,0,0,1,0.333,1.000,1,110,0
6,0,0,0,0.805233,-1,-1,-544,0,0,1,0,4.32,0.91,0.03,4.8,50.0,8,61.0,83.0,2738,87867,0,0,3,512,1056,0,9,1,0,0,0,26,171,86,0,0,0,0.250,1.000,1,111,0
6,0,0,0,0.805233,-1,-1,-1046,0,0,0,0,3.88,0.02,0.07,4.6,50.0,5,52.0,77.0,154,2122,0,0,0,10,1056,0,9,1,0,0,1,0,33,0,0,0,0,0.250,1.000,1,111,0
3,0,0,0,4.53E-4,-1,-1,471,0,0,0,0,3.89,0.36,0.06,5.3,50.0,7,63.0,42.0,2078,33572,0,0,2,629,158,1,185,1,0,0,0,5,151,87,0,0,0,0.250,1.000,1,106,0
3,0,0,0,4.53E-4,-1,-1,587,0,0,0,0,4.14,0.42,0.08,4.8,50.0,12,63.0,42.0,3163,38712,0,0,2,745,158,1,185,0,0,0,1,0,16,89,0,0,0,0.500,1.000,1,106,0
7,0,0,0,0.496096,-1,-1,-1276,0,0,0,0,3.57,0.62,0.07,4.5,34.0,6,49.0,78.0,3803,58374,0,0,2,14,1290,1,14,1,0,0,1,8,38,93,0,1,1,0.182,1.000,0,111,0
7,0,0,0,0.496096,-1,-1,-1276,0,0,0,0,3.48,0.18,0.01,4.5,37.0,3,52.0,78.0,226,18002,0,0,2,14,1290,1,14,1,0,0,1,1,38,89,0,1,1,0.200,1.000,0,111,0
7,0,0,0,0.496096,-1,-1,-1203,0,0,1,0,3.36,0.00,0.04,4.0,32.0,5,51.0,74.0,14,354,0,0,1,87,1290,1,14,1,0,0,1,2,52,102,0,1,1,0.167,1.000,0,111,0
7,0,0,0,0.496096,-1,-1,-1277,0,0,0,0,3.26,0.13,0.03,3.8,23.0,7,48.0,77.0,342,12668,0,0,2,13,1290,1,14,1,0,0,0,2,43,86,0,1,0,0.200,1.000,1,111,0
7,0,0,0,0.496096,-1,-1,-1276,0,0,0,0,3.57,0.62,0.07,4.5,34.0,6,49.0,78.0,3803,58374,0,0,2,14,1290,1,14,1,0,0,1,8,38,93,0,1,1,0.182,1.000,0,111,0
7,0,0,0,0.496096,-1,-1,-1276,0,0,0,0,3.48,0.18,0.01,4.5,37.0,3,52.0,78.0,226,18002,0,0,2,14,1290,1,14,1,0,0,1,1,38,89,0,1,1,0.200,1.000,0,111,0
7,0,0,0,0.496096,-1,-1,-1203,0,0,1,0,3.36,0.00,0.04,4.0,32.0,5,51.0,74.0,14,354,0,0,1,87,1290,1,14,1,0,0,1,2,52,102,0,1,1,0.167,1.000,0,111,0
7,0,0,0,0.496096,-1,-1,-1277,0,0,0,0,3.26,0.13,0.03,3.8,23.0,7,48.0,77.0,342,12668,0,0,2,13,1290,1,14,1,0,0,0,2,43,86,0,1,0,0.200,1.000,1,111,0
8,0,0,0,0.12196,1,0,-1,1,1,0,0,4.19,0.00,0.00,4.5,50.0,6,64.0,84.0,0,377,0,0,2,3,4,10,3,0,0,0,0,0,45,97,0,0,1,0.308,1.000,1,106,0
11,0,0,0,0.076317,1,1,-10,0,1,0,0,2.76,0.02,0.00,3.9,21.0,11,15.0,57.0,0,1050,0,0,2,6,16,0,-1,1,0,1,0,15,41,88,0,0,0,0.667,0.667,1,-1,0
11,0,0,0,0.076317,1,1,-9,0,1,0,0,2.63,0.06,0.00,3.9,20.0,12,14.0,43.0,0,5713,0,0,2,7,16,0,-1,0,0,0,1,2,30,86,0,0,0,0.667,0.333,1,-1,0
11,0,0,0,0.076317,1,1,-12,0,1,0,0,2.81,0.03,0.02,3.8,18.0,12,9.0,70.0,56,2804,0,0,3,4,16,0,-1,1,0,0,0,14,536,93,0,0,0,0.667,0.333,1,-1,0
11,0,0,0,0.076317,1,1,-11,0,1,0,0,2.76,0.00,0.00,3.8,19.0,10,10.0,74.0,0,260,0,0,3,5,16,0,-1,1,0,0,1,5,97,95,0,0,0,0.500,0.333,1,-1,0
11,0,0,0,0.076317,1,1,-11,0,1,0,0,2.49,0.01,0.00,3.8,19.0,10,9.0,52.0,0,513,0,0,2,5,16,0,-1,1,0,0,0,0,70,91,0,0,0,0.625,0.667,1,-1,0
11,0,0,0,0.076317,1,1,-10,0,1,0,0,2.40,0.00,0.18,3.8,19.0,10,11.0,42.0,42,232,0,0,2,6,16,0,-1,1,0,0,1,6,40,87,0,0,0,0.500,0.000,1,-1,0
8,0,0,0,0.12196,1,0,-1,1,1,0,0,4.19,0.00,0.00,4.5,50.0,6,64.0,84.0,0,377,0,0,2,3,4,10,3,0,0,0,0,0,45,97,0,0,1,0.308,1.000,1,106,0
11,0,0,0,0.076317,1,1,-10,0,1,0,0,2.76,0.02,0.00,3.9,21.0,11,15.0,57.0,0,1050,0,0,2,6,16,0,-1,1,0,1,0,15,41,88,0,0,0,0.667,0.667,1,-1,0
11,0,0,0,0.076317,1,1,-9,0,1,0,0,2.63,0.06,0.00,3.9,20.0,12,14.0,43.0,0,5713,0,0,2,7,16,0,-1,0,0,0,1,2,30,86,0,0,0,0.667,0.333,1,-1,0
11,0,0,0,0.076317,1,1,-12,0,1,0,0,2.81,0.03,0.02,3.8,18.0,12,9.0,70.0,56,2804,0,0,3,4,16,0,-1,1,0,0,0,14,536,93,0,0,0,0.667,0.333,1,-1,0
11,0,0,0,0.076317,1,1,-11,0,1,0,0,2.76,0.00,0.00,3.8,19.0,10,10.0,74.0,0,260,0,0,3,5,16,0,-1,1,0,0,1,5,97,95,0,0,0,0.500,0.333,1,-1,0
11,0,0,0,0.076317,1,1,-11,0,1,0,0,2.49,0.01,0.00,3.8,19.0,10,9.0,52.0,0,513,0,0,2,5,16,0,-1,1,0,0,0,0,70,91,0,0,0,0.625,0.667,1,-1,0
11,0,0,0,0.076317,1,1,-10,0,1,0,0,2.40,0.00,0.18,3.8,19.0,10,11.0,42.0,42,232,0,0,2,6,16,0,-1,1,0,0,1,6,40,87,0,0,0,0.500,0.000,1,-1,0
5,0,0,0,0.657952,-1,-1,-1428,0,0,0,0,2.95,0.03,0.09,4.2,15.0,5,41.0,78.0,256,2937,0,0,2,3,1431,0,17,1,0,0,1,0,48,88,0,0,0,0.444,1.000,1,-1,0
5,0,0,0,0.657952,-1,-1,-642,0,0,0,0,4.35,0.24,0.28,5.5,50.0,6,62.0,85.0,5370,19013,0,0,3,789,1431,0,17,1,0,0,1,0,137,86,0,0,0,0.375,1.000,1,-1,0
5,0,0,0,0.657952,-1,-1,-837,0,0,0,0,4.27,0.97,0.01,5.2,50.0,6,61.0,84.0,929,95542,0,0,2,594,1431,0,17,1,0,0,0,3,21,86,0,0,0,0.188,1.000,1,-1,0
5,0,0,0,0.657952,-1,-1,-509,0,0,0,0,4.02,0.55,0.00,4.5,43.0,8,57.0,79.0,118,54437,0,0,2,922,1431,0,17,1,0,0,1,0,37,92,0,0,0,0.200,1.000,1,-1,0
5,0,0,0,0.657952,-1,-1,-1427,0,0,0,0,3.05,0.01,0.04,3.8,22.0,6,39.0,78.0,30,826,0,0,3,4,1431,0,17,1,0,0,0,1,117,90,0,0,0,0.143,1.000,1,-1,0
5,0,0,0,0.657952,-1,-1,-1363,0,0,0,0,2.89,1.06,0.02,3.8,19.0,4,41.0,78.0,5650,312192,0,0,3,68,1431,0,17,1,0,0,1,12,139,87,0,0,0,0.154,1.000,1,-1,0
5,0,0,0,0.657952,-1,-1,-1316,0,0,0,0,2.35,0.00,0.13,4.1,9.0,3,24.0,73.0,7,53,0,0,0,115,1431,0,17,1,0,0,1,1,12,97,0,0,1,0.176,1.000,1,-1,0
9,0,0,0,7.87E-4,-1,-1,0,0,0,0,0,2.84,0.00,0.00,3.9,32.0,5,34.0,54.0,0,0,0,0,0,9,9,0,-1,1,0,0,1,2,54,84,0,0,0,0.800,1.000,1,-1,0
9,0,0,0,7.87E-4,-1,-1,295,0,0,0,0,3.38,0.02,0.09,4.0,32.0,8,41.0,72.0,124,1449,0,0,3,304,9,0,-1,0,0,0,1,0,145,90,0,0,0,0.556,1.000,1,-1,0
2,0,0,0,7.04E-4,-1,-1,-798,0,0,0,0,3.95,0.00,73.00,4.5,50.0,3,71.0,71.0,73,0,0,0,2,9,807,0,7,1,0,0,1,1,347,87,0,0,0,0.083,1.000,1,111,0
3,1,0,1,7.89E-4,-1,5,337,0,0,0,0,3.96,0.05,0.24,5.3,50.0,10,52.0,45.0,958,3925,0,0,0,1001,664,2,-1,1,0,0,0,0,18,59,0,0,1,0.125,1.000,1,-1,0
3,1,0,1,7.89E-4,-1,5,579,0,0,0,0,3.48,0.04,0.13,3.7,50.0,5,63.0,43.0,516,3925,0,0,1,1243,664,2,-1,1,0,0,0,0,33,85,0,0,1,0.091,1.000,1,-1,0
10,0,0,0,0.999975,-1,-1,-426,0,0,0,0,2.78,0.06,0.18,4.2,23.0,7,37.0,44.0,923,5141,0,0,2,6,432,2,-1,1,0,0,1,4,85,94,0,0,0,0.455,0.333,1,-1,0
10,0,0,0,0.999975,-1,-1,-420,0,0,0,0,2.78,0.59,0.07,4.2,23.0,7,37.0,44.0,3919,54141,0,0,2,12,432,2,-1,1,0,0,0,23,97,94,0,0,0,0.455,0.333,1,-1,0
10,0,0,0,0.999975,-1,-1,-415,0,0,0,0,2.49,0.60,0.01,3.9,24.0,6,18.0,53.0,685,59301,0,0,2,17,432,2,-1,1,0,0,1,0,281,87,0,0,0,0.400,1.000,1,-1,0
4,0,0,0,0.001256,-1,-1,-166,0,0,0,0,2.70,0.01,758.00,4.3,24.0,7,5.0,76.0,758,0,0,0,1,34,200,0,120,1,0,0,1,0,128,88,0,0,0,0.231,1.000,1,113,0
4,0,0,0,0.001256,-1,-1,-177,0,0,0,0,2.70,0.01,453.00,4.3,24.0,7,5.0,76.0,453,0,0,0,1,23,200,0,120,1,0,0,1,2,83,88,0,0,0,0.231,1.000,1,113,0
4,0,0,0,0.001256,-1,-1,-196,0,0,0,0,2.60,1.30,0.01,4.4,20.0,4,17.0,74.0,23066,1617330,0,0,2,4,200,0,120,0,0,0,0,214,81,90,0,0,0,0.133,1.000,1,113,0
6,0,0,0,0.00744,-1,-1,19,0,0,0,0,3.21,0.54,0.05,4.3,22.0,7,36.0,82.0,2612,51632,0,0,3,104,85,5,-1,1,0,0,0,7,242,87,0,0,0,0.231,1.000,1,-1,0
5,0,0,0,0.009489,-1,-1,-854,0,0,0,0,3.96,0.07,0.04,4.7,50.0,6,52.0,77.0,240,6656,0,0,2,625,1479,0,155,0,0,0,1,1,106,88,0,0,0,0.125,1.000,1,-1,0
5,0,0,0,0.009489,-1,-1,-1310,0,0,0,0,2.73,0.52,0.04,4.3,24.0,5,22.0,68.0,1993,49402,0,0,2,169,1479,0,155,1,0,1,1,10,42,85,0,0,0,0.100,1.000,1,-1,0
5,0,0,0,0.009489,-1,-1,-1324,0,0,0,0,3.19,0.02,0.01,4.5,23.0,9,29.0,74.0,30,2191,0,0,2,155,1479,0,155,1,0,0,0,2,22,84,0,0,0,0.222,1.000,1,-1,0
7,0,0,0,0.433697,-1,-1,-946,0,0,0,0,3.38,1.06,0.01,4.2,26.0,8,54.0,62.0,5125,360612,0,0,1,429,1375,0,-1,1,0,0,1,16,24,86,0,0,0,0.467,1.000,1,112,0
6,0,0,0,0.999606,-1,-1,-278,0,0,0,0,3.99,0.01,0.14,4.8,50.0,6,62.0,65.0,77,552,0,0,2,4,282,1,3,1,0,0,1,4,29,91,0,0,1,0.375,1.000,1,111,0
6,0,0,0,0.999606,-1,-1,801,0,0,0,0,3.76,0.00,125.00,4.6,50.0,3,63.0,64.0,125,0,0,0,2,1083,282,1,3,0,0,0,1,0,39,89,0,0,0,0.273,1.000,1,111,0
4,0,0,0,4.58E-4,-1,-1,-1326,0,0,0,0,2.58,1.10,0.06,4.5,20.0,3,28.0,62.0,10359,164977,0,0,3,825,2151,1,-1,1,0,0,1,0,58,83,0,0,0,0.250,0.500,1,-1,0
4,0,0,0,4.58E-4,-1,-1,-1314,0,0,0,0,3.87,0.16,0.06,4.9,42.0,6,52.0,80.0,885,14763,0,0,3,837,2151,1,-1,1,0,0,1,0,176,92,0,0,0,0.154,0.500,1,-1,0
