f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,label
9,0,0,0,1.0,-1,-1,-482,0,0,0,0,3.74,0.00,55.00,4.7,28.0,10,45.0,82.0,55,0,0,0,2,19,501,0,88,1,0,0,1,0,84,90,0,0,0,0.375,1.000,1,-1,1
6,0,0,0,0.999949,-1,-1,-206,0,0,0,0,4.24,0.07,0.13,4.9,50.0,11,47.0,76.0,795,6343,0,0,2,79,285,0,114,1,0,0,0,1,29,134,0,0,0,0.667,1.000,1,109,1
6,0,0,0,0.999949,-1,-1,-171,0,0,0,0,4.32,0.25,0.03,4.9,50.0,9,59.0,78.0,758,24114,0,0,2,114,285,0,114,1,0,0,0,2,17,129,0,0,0,0.750,1.000,1,109,1
6,0,0,0,0.999949,-1,-1,63,0,0,0,0,3.73,1.15,0.01,4.7,43.0,5,51.0,76.0,11781,919727,0,0,1,348,285,0,114,0,0,0,1,92,27,126,0,0,0,0.154,1.000,1,109,1
7,0,0,0,0.019197,-1,-1,-427,0,0,0,0,4.51,0.44,5.87,4.4,50.0,11,64.0,84.0,37436,6373,0,0,3,851,1278,0,469,1,0,0,0,0,88,90,0,0,1,0.833,1.000,1,108,1
7,0,0,0,0.019197,-1,-1,-1164,0,0,0,0,4.15,0.36,0.01,4.3,50.0,6,64.0,84.0,408,35759,0,0,3,114,1278,0,469,0,0,0,0,1,47,90,0,0,0,0.778,1.000,1,108,1
7,0,0,0,0.019197,-1,-1,-809,0,0,0,0,4.53,1.00,0.00,4.9,50.0,10,64.0,84.0,1,103170,0,0,3,469,1278,0,469,1,0,0,0,9,112,91,0,0,0,0.833,1.000,1,108,1
4,0,0,0,0.004487,8,1,-10,0,0,0,0,4.26,0.06,5237.00,5.0,50.0,6,62.0,85.0,5237,0,0,0,3,14,24,6,0,0,0,0,1,19,98,84,0,0,0,0.100,1.000,1,-1,1
4,0,0,0,0.004487,8,1,-18,0,0,0,0,4.32,1.52,0.06,4.8,50.0,7,63.0,86.0,29481,483556,0,0,3,6,24,6,0,1,0,0,1,664,117,85,0,0,0,0.154,1.000,1,-1,1
8,0,0,0,0.145919,-1,-1,-86,0,0,0,0,3.86,0.37,0.02,4.3,41.0,11,50.0,64.0,811,35755,0,0,0,93,179,3,268,0,0,1,1,0,19,64,0,0,0,0.429,1.000,1,-1,1
8,0,0,0,0.145919,-1,-1,89,0,0,0,0,3.25,0.02,0.36,4.0,23.0,7,44.0,78.0,523,1459,0,0,3,268,179,3,268,0,0,0,1,0,104,95,0,0,0,0.188,0.667,1,-1,1
8,0,1,1,0.004662,-1,-1,-88,0,0,0,0,4.30,0.06,0.03,5.4,50.0,8,66.0,65.0,139,5552,0,0,1,82,170,1,82,1,0,1,0,6,27,91,0,0,0,0.444,1.000,1,112,1
3,0,0,0,0.00253,0,1,6,1,1,0,0,4.66,0.00,83.00,4.7,50.0,9,80.0,83.0,83,0,0,0,3,6,0,10,0,0,0,0,1,5,54,91,0,0,0,0.167,1.000,1,105,1
3,0,0,0,0.00253,0,1,3,1,1,0,0,4.49,0.00,0.00,4.6,50.0,8,78.0,78.0,0,0,0,0,3,3,0,10,0,1,0,0,1,1,85,86,0,0,0,0.091,1.000,1,105,1
6,0,0,0,0.245409,-1,-1,-180,0,0,0,0,4.50,0.01,0.02,5.6,50.0,15,52.0,58.0,17,997,0,0,2,28,208,1,0,0,0,0,0,0,31,84,0,0,0,1.000,1.000,1,-1,1
6,0,0,0,0.245409,-1,-1,-208,0,0,0,0,4.51,0.12,0.00,5.5,50.0,15,52.0,60.0,0,11899,0,0,1,0,208,1,0,0,0,1,0,1,9,84,0,0,0,0.750,1.000,1,-1,1
6,0,0,0,0.245409,-1,-1,-208,0,0,0,0,4.51,0.08,0.00,5.5,50.0,15,52.0,60.0,0,7781,0,0,1,0,208,1,0,0,0,1,0,0,9,84,0,0,0,0.750,1.000,1,-1,1
5,0,0,0,0.049464,-1,-1,265,0,0,0,0,4.20,0.03,0.13,4.7,50.0,5,66.0,85.0,293,2290,0,0,3,475,210,2,159,1,0,0,0,0,47,89,0,0,0,0.312,1.000,1,110,1
12,0,0,0,0.041249,-1,7,-602,0,0,0,0,4.95,0.24,15.27,5.2,50.0,15,65.0,85.0,22093,1447,0,0,3,514,1116,1,592,0,0,0,0,11,47,86,0,0,1,1.000,1.000,1,106,1
12,0,0,0,0.041249,-1,7,-163,0,0,0,0,4.97,0.01,4.79,5.2,50.0,15,66.0,86.0,944,197,0,0,3,953,1116,1,592,1,0,0,0,0,64,90,0,0,1,0.875,1.000,1,106,1
12,0,0,0,0.041249,-1,7,-524,0,0,0,0,4.66,0.02,10.12,4.8,50.0,15,65.0,67.0,1437,142,0,0,1,592,1116,1,592,0,0,0,0,5,20,97,0,0,1,1.000,1.000,1,106,1
4,0,0,0,0.015189,-1,-1,22,0,0,0,0,3.87,1.19,0.03,5.3,50.0,3,52.0,77.0,18730,678516,0,0,2,80,58,3,80,1,0,0,1,10,100,84,0,0,0,0.273,1.000,1,111,1
4,0,0,0,0.015189,-1,-1,-41,0,0,0,0,4.76,0.02,0.03,5.5,50.0,12,63.0,84.0,67,1959,0,0,2,17,58,3,80,1,0,0,1,5,47,91,0,0,0,0.400,1.000,1,111,1
13,0,0,0,0.005372,-1,-1,0,0,0,0,0,4.20,1.24,0.03,4.9,44.0,11,61.0,64.0,22424,768551,0,0,2,4,4,3,4,0,0,0,0,56,34,87,0,0,0,0.700,1.000,1,108,1
13,0,0,0,0.005372,-1,-1,2,0,0,0,0,3.82,0.04,0.00,4.5,42.0,10,51.0,60.0,0,4027,0,0,1,6,4,3,4,0,0,0,1,0,17,93,0,0,0,0.667,1.000,1,108,1
3,0,0,0,9.28E-4,-1,-1,-6,0,0,0,0,3.57,0.00,153.00,4.8,50.0,6,52.0,42.0,153,0,0,0,1,18,24,3,61,1,0,1,1,2,79,87,0,0,1,0.375,1.000,1,-1,1
8,0,0,0,0.015561,-1,-1,-29,0,0,0,0,3.32,0.13,0.01,4.0,23.0,8,43.0,80.0,188,12948,0,0,3,34,63,0,-1,0,0,0,1,1,40,87,0,0,0,0.556,1.000,1,103,1
5,0,0,0,0.999999,-1,-1,-594,0,0,0,0,4.16,0.70,0.07,4.9,50.0,5,61.0,85.0,4309,65292,0,0,3,342,936,0,342,1,0,0,1,3,86,93,0,0,1,0.273,0.667,1,104,1
5,0,0,0,0.999999,-1,-1,-594,0,0,0,0,3.92,1.09,0.05,4.7,50.0,4,56.0,80.0,8478,178487,0,0,2,342,936,0,342,1,0,0,1,13,33,89,0,0,1,0.214,0.667,1,104,1
7,0,0,0,0.001466,-1,-1,-71,0,0,0,0,3.72,0.00,169.00,4.1,50.0,2,66.0,70.0,169,0,0,0,2,46,117,3,46,1,0,0,0,0,17,93,0,0,0,0.333,1.000,1,110,1
10,0,0,1,0.999035,-1,-1,-1172,0,0,0,0,3.40,0.35,0.07,4.0,32.0,6,49.0,75.0,2140,32207,0,0,3,18,1190,1,18,1,0,0,1,34,72,86,0,0,0,0.455,1.000,1,-1,1
7,0,0,0,0.010778,-1,-1,-70,0,0,0,0,3.99,0.02,0.09,4.0,40.0,11,55.0,75.0,159,1734,0,0,2,177,247,4,191,0,0,0,1,2,25,86,0,0,0,0.500,1.000,1,103,1
10,0,0,0,1.0,-1,-1,-1098,0,0,0,0,4.21,1.15,0.02,4.6,40.0,10,63.0,80.0,14536,742274,0,0,2,161,1259,0,80,1,0,0,1,22,115,99,0,0,0,0.429,1.000,1,-1,1
10,0,0,0,1.0,-1,-1,-1110,0,0,0,0,3.90,0.34,0.20,4.5,40.0,6,61.0,80.0,5724,28117,0,0,2,149,1259,0,80,1,0,1,1,19,29,97,0,0,0,0.375,1.000,1,-1,1
10,0,0,0,1.0,-1,-1,-656,0,0,0,0,4.56,0.01,0.69,4.7,40.0,15,61.0,82.0,269,388,0,0,1,603,1259,0,80,1,0,0,0,1,13,91,0,0,0,0.750,1.000,1,-1,1
9,0,0,0,0.913408,-1,-1,-325,0,0,0,0,3.55,1.00,0.00,4.5,42.0,8,57.0,41.0,108,184970,0,0,2,6,331,0,6,1,0,0,1,3,89,88,0,0,1,0.200,1.000,1,111,1
9,0,0,0,0.913408,-1,-1,-317,0,0,0,0,3.71,0.15,0.05,4.5,50.0,7,60.0,43.0,752,14131,0,0,2,14,331,0,6,1,0,0,0,1,56,88,0,0,0,0.200,1.000,1,111,1
9,0,0,0,0.913408,-1,-1,-310,0,0,0,0,3.97,0.02,0.11,5.3,50.0,9,58.0,44.0,227,2025,0,0,1,21,331,0,6,1,0,0,0,0,92,89,0,0,1,0.267,1.000,1,111,1
9,0,0,0,0.913408,-1,-1,-325,0,0,0,0,3.55,1.00,0.00,4.5,42.0,8,57.0,41.0,108,184970,0,0,2,6,331,0,6,1,0,0,1,3,89,88,0,0,1,0.200,1.000,1,111,1
9,0,0,0,0.913408,-1,-1,-317,0,0,0,0,3.71,0.15,0.05,4.5,50.0,7,60.0,43.0,752,14131,0,0,2,14,331,0,6,1,0,0,0,1,56,88,0,0,0,0.200,1.000,1,111,1
9,0,0,0,0.913408,-1,-1,-310,0,0,0,0,3.97,0.02,0.11,5.3,50.0,9,58.0,44.0,227,2025,0,0,1,21,331,0,6,1,0,0,0,0,92,89,0,0,1,0.267,1.000,1,111,1
5,0,0,0,0.01392,-1,-1,-671,0,0,0,0,4.14,1.05,0.02,4.7,35.0,14,43.0,84.0,3646,190744,0,0,3,58,729,2,88,1,0,0,1,28,76,87,1,0,0,0.500,1.000,1,104,1
5,0,0,0,0.01392,-1,-1,-701,0,0,0,0,3.79,0.05,0.12,4.4,50.0,3,52.0,84.0,525,4232,0,0,3,28,729,2,88,0,0,1,1,11,64,88,1,0,0,0.125,1.000,1,104,1
5,0,0,0,0.01392,-1,-1,-519,0,0,0,0,4.03,0.37,0.04,4.5,50.0,7,49.0,84.0,1564,35314,0,0,3,210,729,2,88,0,0,0,1,8,50,92,1,0,0,0.200,1.000,1,104,1
9,0,0,0,0.010847,-1,-1,110,0,0,0,0,4.71,0.10,0.01,5.3,50.0,12,62.0,84.0,124,9503,0,0,1,360,250,1,359,1,0,1,1,0,28,90,0,0,1,0.417,1.000,1,111,1
9,0,0,0,0.010847,-1,-1,111,0,0,0,0,4.63,0.04,0.02,5.2,50.0,11,62.0,85.0,57,3762,0,0,1,361,250,1,359,1,0,1,1,0,35,91,0,0,1,0.333,1.000,1,111,1
10,0,0,0,0.810196,-1,-1,-178,0,0,0,0,3.12,0.60,0.03,4.2,20.0,7,38.0,77.0,1515,58543,0,0,3,212,390,0,-1,1,0,0,1,6,152,89,0,0,0,0.333,1.000,1,-1,1
9,0,0,0,0.019361,-1,-1,-849,0,0,0,0,3.40,0.98,0.03,4.6,34.0,6,45.0,67.0,2597,93937,0,0,0,21,870,1,21,0,0,1,1,31,7,0,0,0,0,0.500,1.000,1,111,1
5,0,0,0,0.020341,-1,-1,-310,0,0,0,0,4.17,0.39,0.01,4.8,50.0,8,52.0,82.0,317,38537,0,0,3,20,330,4,26,1,0,0,1,3,51,88,0,0,0,0.250,1.000,1,110,1
5,0,0,0,0.020341,-1,-1,-303,0,0,0,0,4.10,0.50,0.00,4.8,50.0,9,57.0,64.0,0,49538,0,0,2,27,330,4,26,1,0,0,1,8,74,84,0,0,0,0.300,1.000,1,110,1
5,0,0,0,0.020341,-1,-1,-312,0,0,0,0,4.24,0.07,0.02,4.8,50.0,9,62.0,69.0,124,6357,0,0,0,18,330,4,26,0,0,0,0,1,10,0,0,0,0,0.300,1.000,1,110,1
4,0,1,1,8.42E-4,5,6,-145,0,0,0,0,4.00,0.08,0.19,4.8,50.0,10,62.0,43.0,768,3939,0,0,2,7,152,1,1,1,0,0,0,92,27,84,0,0,0,0.286,1.000,1,106,1
4,0,1,1,8.42E-4,5,6,-149,0,0,3,0,3.82,0.03,0.00,5.3,50.0,7,57.0,44.0,0,2623,0,0,1,3,152,1,1,0,0,0,0,0,18,86,0,0,0,0.200,1.000,1,106,1
3,0,0,0,0.066941,-1,-1,68,0,0,0,0,4.38,1.27,0.05,4.6,50.0,6,79.0,79.0,25016,456252,0,0,2,119,51,2,119,1,0,0,0,60,119,84,0,0,0,0.125,1.000,1,112,1
3,0,0,0,0.066941,-1,-1,816,0,0,0,0,4.51,1.83,0.17,5.2,50.0,8,75.0,75.0,77272,456252,0,0,2,867,51,2,119,1,0,0,0,166,42,86,0,0,0,0.154,1.000,1,112,1
3,0,0,0,0.066941,-1,-1,-9,0,0,0,0,5.24,0.00,40.00,5.4,50.0,15,80.0,87.0,40,0,0,0,0,42,51,2,119,1,0,1,1,1,10,54,0,0,0,0.333,1.000,1,112,1
8,0,0,0,0.999999,-1,-1,-145,0,0,0,0,4.99,0.06,0.06,5.6,50.0,15,65.0,83.0,342,5840,0,0,2,314,459,1,88,0,0,0,0,4,33,94,0,0,0,1.000,1.000,1,112,1
8,0,0,0,0.999999,-1,-1,-452,0,0,0,0,4.72,0.15,0.02,5.4,50.0,13,61.0,79.0,329,15133,0,0,2,7,459,1,88,0,0,0,1,0,123,94,0,0,0,0.556,1.000,1,112,1
8,0,0,0,0.999999,-1,-1,-293,0,0,0,0,4.85,0.23,0.02,5.6,50.0,13,63.0,85.0,384,22531,0,0,3,166,459,1,88,0,0,0,0,3,78,85,0,0,0,0.667,1.000,1,112,1
3,0,0,0,0.002571,-1,-1,-548,0,0,1,0,3.99,0.00,34.00,5.3,50.0,8,62.0,46.0,34,0,0,0,0,21,569,0,23,1,0,0,1,1,22,86,0,0,1,0.333,1.000,1,102,1
3,0,0,0,0.002571,-1,-1,-546,0,0,0,0,3.81,0.08,0.64,5.2,50.0,6,63.0,42.0,2904,4519,0,0,2,23,569,0,23,1,0,1,1,29,94,86,0,0,0,0.143,1.000,1,102,1
3,0,0,0,0.002571,-1,-1,-548,0,0,1,0,4.06,0.05,0.13,5.3,50.0,9,62.0,46.0,565,4519,0,0,1,21,569,0,23,1,0,0,1,3,20,86,0,0,0,0.286,1.000,1,102,1
8,0,0,0,0.959518,-1,-1,-306,0,0,0,0,4.01,0.08,0.04,4.5,32.0,10,58.0,84.0,322,7770,0,0,3,514,820,1,645,0,0,0,1,7,149,90,0,0,0,0.308,1.000,1,-1,1
6,0,0,0,0.261394,4,0,-121,1,0,0,0,3.93,0.01,640.00,4.6,50.0,5,61.0,70.0,640,0,0,0,2,6,127,8,3,0,0,0,1,0,77,97,0,1,1,0.308,1.000,1,108,1
6,0,0,0,0.261394,4,0,-124,1,0,0,0,3.73,0.00,0.00,4.2,50.0,3,52.0,82.0,0,0,0,0,3,3,127,8,3,0,0,0,1,4,241,107,0,0,0,0.333,1.000,1,108,1
6,0,0,0,0.261394,4,0,-124,1,0,0,0,3.86,0.00,0.00,4.8,50.0,4,57.0,72.0,0,0,0,0,1,3,127,8,3,0,0,0,1,1,24,114,0,0,1,0.333,1.000,1,108,1
8,0,0,0,0.358946,-1,-1,-352,0,0,0,0,3.86,0.48,0.14,5.1,19.0,15,51.0,65.0,5626,40942,0,0,2,42,394,0,42,1,0,0,1,44,115,89,0,0,1,1.000,1.000,1,104,1
8,0,0,0,0.358946,-1,-1,-76,0,0,0,0,3.31,0.41,0.02,4.4,28.0,10,36.0,62.0,679,40120,0,0,2,318,394,0,42,1,0,0,1,0,132,99,0,0,0,0.500,1.000,1,104,1
8,0,0,0,0.358946,-1,-1,-221,0,0,0,0,3.01,0.67,0.09,4.0,24.0,9,44.0,45.0,5539,61289,0,0,2,173,394,0,42,1,0,1,1,18,109,86,0,0,0,0.500,1.000,1,104,1
7,0,0,0,0.003439,-1,-1,-144,0,0,0,0,3.09,1.32,0.05,4.2,26.0,6,41.0,66.0,26933,540946,0,0,1,373,517,5,380,1,0,0,1,163,57,92,0,0,0,0.214,1.000,1,109,1
7,0,0,0,0.411239,-1,-1,26,0,0,0,0,3.25,0.07,0.07,4.1,27.0,10,52.0,42.0,469,6413,0,0,2,242,216,0,1094,0,0,0,0,6,11,89,0,0,0,0.286,0.000,1,-1,1
7,0,0,0,0.00172,-1,-1,7,0,0,0,0,4.21,0.06,0.04,5.2,50.0,7,56.0,80.0,232,6045,0,0,2,57,50,0,30,1,0,1,1,0,78,96,0,0,0,0.250,1.000,1,102,1
7,0,0,0,0.00172,-1,-1,-21,0,0,0,0,3.75,0.04,0.10,4.4,50.0,4,52.0,75.0,333,3355,0,0,1,29,50,0,30,1,0,0,0,0,31,89,0,0,0,0.176,1.000,1,102,1
7,0,0,0,0.00172,-1,-1,0,0,0,0,0,4.16,0.06,0.04,4.9,50.0,7,56.0,80.0,191,5321,0,0,1,50,50,0,30,1,0,1,1,1,67,88,0,0,0,0.600,1.000,1,102,1
3,0,0,0,0.001651,8,5,-537,0,0,0,0,4.81,0.02,0.73,5.3,50.0,10,80.0,81.0,918,1259,0,0,3,3,540,7,2,1,0,0,0,1,51,91,0,0,0,0.125,1.000,1,110,1
3,0,0,0,0.001651,8,5,-527,0,0,0,0,4.60,0.00,0.00,5.3,50.0,7,80.0,80.0,0,0,0,0,2,13,540,7,2,1,0,0,1,0,25,98,0,0,0,0.143,1.000,1,110,1
3,0,0,0,0.001651,8,5,-534,0,0,1,0,4.91,0.04,0.05,5.4,50.0,11,80.0,82.0,189,3982,0,0,0,6,540,7,2,1,0,0,0,1,11,57,0,0,0,0.333,1.000,1,110,1
5,0,0,0,0.497841,-1,-1,-782,0,0,0,0,4.37,0.02,1977.00,5.5,50.0,10,65.0,60.0,1977,0,0,0,2,19,801,0,103,1,0,1,0,6,81,88,0,0,0,0.700,1.000,1,108,1
5,0,0,0,0.497841,-1,-1,-437,0,0,0,0,4.71,0.07,0.05,5.6,50.0,15,64.0,60.0,286,6324,0,0,2,364,801,0,103,1,0,0,0,21,49,84,0,0,1,1.000,1.000,1,108,1
5,0,0,0,0.497841,-1,-1,-260,0,0,0,0,4.42,0.06,0.15,4.9,50.0,12,66.0,61.0,695,4595,0,0,2,541,801,0,103,1,0,0,1,15,35,85,0,0,1,0.667,1.000,1,108,1
5,0,0,0,0.999971,-1,-1,-1267,0,0,0,0,4.26,0.00,0.15,5.3,50.0,7,57.0,81.0,43,289,0,0,2,100,1367,1,93,1,0,0,0,0,58,84,0,0,0,0.300,1.000,1,101,1
5,0,0,0,0.999971,-1,-1,-1188,0,0,0,0,4.58,0.00,1.17,5.6,50.0,11,56.0,82.0,21,18,0,0,3,179,1367,1,93,1,0,0,0,0,85,89,0,0,0,0.667,1.000,1,101,1
5,0,0,0,0.999971,-1,-1,-1169,0,0,0,0,4.63,0.00,1.04,5.5,50.0,13,52.0,82.0,142,136,0,0,3,198,1367,1,93,1,0,0,0,2,53,87,0,0,1,0.444,1.000,1,101,1
3,0,1,1,0.01064,-1,-1,-442,0,0,0,0,4.45,0.05,0.32,5.2,50.0,8,63.0,85.0,1049,3229,0,0,2,3,445,0,9,1,0,0,1,7,24,89,0,0,0,0.100,1.000,1,112,1
3,0,1,1,0.01064,-1,-1,-421,0,0,0,0,4.40,0.06,0.75,5.3,50.0,7,63.0,85.0,2426,3229,0,0,1,24,445,0,9,1,0,0,1,24,87,84,0,0,0,0.167,1.000,1,112,1
5,0,0,0,0.124932,-1,-1,-917,0,0,0,0,4.76,0.05,0.07,5.5,50.0,13,61.0,81.0,279,4214,0,0,2,103,1020,0,103,1,0,1,0,4,33,93,0,0,0,0.600,1.000,1,110,1
5,0,0,0,0.124932,-1,-1,-910,0,0,0,0,4.74,0.00,0.55,5.6,50.0,15,52.0,78.0,44,80,0,0,2,110,1020,0,103,1,0,0,1,0,38,89,0,0,1,1.000,1.000,1,110,1
5,0,0,0,0.124932,-1,-1,-663,0,0,0,0,4.73,0.04,0.10,5.5,50.0,12,63.0,82.0,362,3724,0,0,2,357,1020,0,103,1,0,1,0,5,48,86,0,0,0,0.600,1.000,1,110,1
7,0,0,0,0.029356,-1,-1,-1797,0,0,0,0,4.52,0.05,0.01,5.5,50.0,13,56.0,67.0,69,5400,0,0,1,320,2117,0,241,1,0,0,1,0,28,89,0,0,0,0.571,0.000,1,104,1
7,0,0,0,0.029356,-1,-1,-1876,0,0,0,0,4.67,0.36,0.00,5.5,50.0,15,57.0,67.0,166,35767,0,0,2,241,2117,0,241,0,0,0,1,1,20,83,0,0,0,0.750,0.000,1,104,1
7,0,0,0,0.029356,-1,-1,-1797,0,0,0,0,4.52,0.05,0.01,5.5,50.0,13,56.0,67.0,69,5400,0,0,1,320,2117,0,241,1,0,0,1,0,28,89,0,0,0,0.571,0.000,1,104,1
7,0,0,0,0.029356,-1,-1,-1876,0,0,0,0,4.67,0.36,0.00,5.5,50.0,15,57.0,67.0,166,35767,0,0,2,241,2117,0,241,0,0,0,1,1,20,83,0,0,0,0.750,0.000,1,104,1
3,1,0,0,0.001829,-1,5,14,0,0,0,0,4.48,0.02,0.17,5.1,50.0,7,77.0,77.0,238,1426,0,0,2,27,13,0,136,0,0,0,1,2,14,85,1,0,1,0.077,1.000,1,110,1
3,1,0,0,0.001829,-1,5,571,0,0,0,0,4.91,0.39,0.01,5.4,50.0,11,80.0,82.0,504,38364,0,0,3,584,13,0,136,1,0,0,1,7,89,84,1,0,0,0.125,1.000,1,110,1
2,0,0,0,0.001083,6,5,-66,0,0,0,0,4.68,0.04,0.00,5.3,50.0,8,80.0,81.0,0,3870,0,0,3,0,66,1,0,1,0,0,0,0,187,89,0,0,0,0.125,1.000,1,109,1
2,0,0,0,0.001083,6,5,-66,0,0,0,0,4.54,0.03,0.00,5.2,50.0,8,76.0,76.0,0,2528,0,0,1,0,66,1,0,1,0,0,0,3,75,93,0,0,1,0.125,1.000,1,109,1
7,0,0,0,0.03101,-1,-1,29,0,0,0,0,3.80,0.11,0.10,4.9,35.0,10,42.0,76.0,990,9695,0,0,1,467,438,2,465,0,0,1,0,6,42,99,0,0,0,0.625,1.000,1,112,1
7,0,0,0,0.03101,-1,-1,-61,0,0,0,0,3.72,0.32,0.11,4.8,35.0,8,45.0,78.0,2995,28235,0,0,0,377,438,2,465,0,0,1,0,19,14,78,0,0,0,0.286,1.000,1,112,1
7,0,0,0,0.03101,-1,-1,27,0,0,0,0,3.64,0.15,0.03,4.8,35.0,7,45.0,77.0,477,14076,0,0,0,465,438,2,465,0,0,1,0,2,12,0,0,0,0,0.286,1.000,1,112,1
10,0,0,0,0.999999,-1,-1,-687,0,0,0,0,3.12,0.63,0.02,3.8,29.0,9,32.0,64.0,1034,62293,0,0,2,35,722,0,-1,1,0,0,1,4,41,95,0,0,0,0.214,1.000,1,108,1
10,0,0,0,0.999999,-1,-1,-711,0,0,0,0,3.03,0.69,0.01,3.8,27.0,9,31.0,61.0,489,68753,0,0,2,11,722,0,-1,1,0,0,1,0,643,88,0,0,0,0.154,1.000,1,108,1
6,0,0,0,1.0,-1,-1,-563,0,0,0,0,4.58,0.36,1.79,5.4,50.0,10,61.0,84.0,19063,10670,0,0,3,136,699,0,17,1,0,0,1,176,87,91,0,0,0,0.300,1.000,1,111,1
6,0,0,0,1.0,-1,-1,-149,0,0,0,0,4.96,1.71,0.26,5.6,50.0,15,62.0,84.0,66983,257812,0,0,3,550,699,0,17,1,0,0,1,127,98,91,0,0,0,0.667,0.500,1,111,1
6,0,0,0,1.0,-1,-1,-691,0,0,0,0,4.34,0.00,9.00,4.9,50.0,7,63.0,86.0,9,0,0,0,3,8,699,0,17,0,0,1,1,1,135,94,0,0,1,0.222,1.000,1,111,1
10,0,0,0,0.006193,-1,-1,-45,0,0,0,0,3.27,0.04,0.59,4.2,35.0,5,52.0,57.0,1349,2283,0,0,1,13,58,0,-1,0,0,0,0,19,16,88,0,0,0,1.000,1.000,1,-1,1
9,0,0,0,0.325542,-1,-1,-33,0,0,0,0,4.86,1.09,0.08,5.6,50.0,15,56.0,83.0,8709,108325,0,0,3,521,554,1,521,1,0,0,1,17,84,88,0,0,0,0.800,0.000,1,114,1
9,0,0,0,0.325542,-1,-1,0,0,0,0,0,4.78,0.03,0.25,5.6,50.0,13,58.0,85.0,583,2302,0,0,3,554,554,1,521,1,0,0,1,1,247,98,0,0,0,0.800,0.000,1,114,1
9,0,0,0,0.325542,-1,-1,-37,0,0,0,0,4.75,0.01,0.26,5.5,50.0,15,59.0,72.0,117,456,0,0,2,517,554,1,521,1,0,0,1,0,85,112,0,0,0,0.800,0.000,1,114,1
5,0,0,0,0.017637,-1,-1,-1453,0,0,0,0,3.76,0.29,0.00,4.8,50.0,8,56.0,42.0,0,29134,0,0,2,17,1470,1,20,1,0,0,1,1,77,84,0,0,1,0.333,1.000,1,-1,1
5,0,0,0,0.017637,-1,-1,-1424,0,0,0,0,3.50,0.07,0.02,3.9,50.0,6,57.0,44.0,123,7052,0,0,1,46,1470,1,20,0,0,1,1,2,31,85,0,0,1,0.375,1.000,1,-1,1
6,0,0,0,0.272618,-1,-1,-252,0,0,0,0,3.93,0.14,0.06,4.8,50.0,7,52.0,67.0,795,13143,0,0,0,15,267,0,132,1,0,0,0,11,12,0,0,0,0,0.444,1.000,1,112,1
6,0,0,0,0.272618,-1,-1,-110,0,0,0,0,4.04,0.03,0.04,5.5,50.0,5,60.0,67.0,100,2833,0,0,2,157,267,0,132,1,0,0,1,15,54,84,0,0,1,0.625,1.000,1,112,1
6,0,0,0,0.272618,-1,-1,-103,0,0,0,0,4.14,0.03,0.15,4.9,50.0,9,55.0,68.0,286,1911,0,0,2,164,267,0,132,1,0,0,1,12,28,91,0,0,1,0.667,1.000,1,112,1
5,0,1,1,0.002432,-1,-1,-893,0,0,0,0,4.67,0.00,35.00,5.4,50.0,11,62.0,85.0,35,0,0,0,0,13,906,0,61,0,0,1,1,0,11,100,0,0,0,0.400,1.000,1,109,1
9,0,0,0,0.001443,-1,-1,-746,0,0,0,0,3.67,1.34,0.26,4.3,23.0,13,40.0,80.0,22626,85675,0,0,3,150,896,1,73,0,0,0,0,782,48,93,0,0,0,0.250,0.667,1,115,1
9,0,0,0,0.001443,-1,-1,-864,0,0,0,0,3.04,0.22,0.18,4.2,19.0,8,42.0,61.0,3190,18200,0,0,1,32,896,1,73,1,0,0,0,22,19,82,0,0,0,0.286,0.667,1,115,1
4,0,0,0,0.579762,-1,-1,-1259,0,0,0,0,4.57,0.98,0.04,4.8,50.0,13,57.0,81.0,4121,93589,0,0,2,182,1441,0,167,1,0,0,1,17,77,89,0,0,0,0.286,1.000,1,-1,1
4,0,0,0,0.579762,-1,-1,-1274,0,0,0,0,4.50,1.01,0.00,4.8,50.0,12,57.0,81.0,498,174573,0,0,2,167,1441,0,167,1,0,0,0,3,68,89,0,0,1,0.286,1.000,1,-1,1
2,1,0,0,3.02E-4,-1,5,-324,0,0,0,0,4.64,0.13,0.01,5.3,50.0,8,79.0,79.0,71,12822,0,0,3,83,407,0,83,0,0,0,1,6,81,89,0,0,0,0.091,1.000,1,109,1
2,1,0,0,3.02E-4,-1,5,103,0,0,0,0,4.71,0.21,0.01,5.3,50.0,9,79.0,79.0,227,20577,0,0,3,510,407,0,83,0,0,0,1,4,206,85,0,0,0,0.111,1.000,1,109,1
2,0,1,1,3.66E-4,10,5,-21,0,0,0,0,4.35,1.38,0.04,5.1,50.0,5,77.0,77.0,35946,800545,0,0,0,23,44,3,-1,0,0,1,1,72,25,96,0,0,0,0.067,1.000,1,-1,1
5,0,0,0,0.003453,8,2,2,0,0,0,0,4.09,0.00,0.00,4.7,50.0,3,67.0,85.0,0,0,0,0,3,3,1,7,46,1,0,0,1,0,71,84,0,0,0,0.267,1.000,1,113,1
