@relation tmp

@attribute oldpos_page numeric
@attribute articlesPos numeric
@attribute newspos numeric
@attribute list.size() numeric
@attribute pMaxMr numeric
@attribute pMaxTr numeric
@attribute isOfficial {FALSE,TRUE}
@attribute isFirstSite {FALSE,TRUE}
@attribute isOnlyOneTerm {FALSE,TRUE}
@attribute isNav {FALSE,TRUE}
@attribute isExNav {FALSE,TRUE}
@attribute fixRank1 numeric
@attribute site_num numeric
@attribute pageShowType {FALSE,TRUE}
@attribute vr_num_3_out numeric
@attribute vr_num_3_total numeric
@attribute weixinArticleClickPos numeric
@attribute firstBaikePos numeric
@attribute isFirstVideo {FALSE,TRUE}
@attribute isArticleOld {FALSE,TRUE}
@attribute queryTerms numeric
@attribute wxArticle_top3fr numeric
@attribute wxArticle_top2fr numeric
@attribute pMaxFr numeric
@attribute firstDate numeric
@attribute hasTimeliness {FALSE,TRUE}
@attribute avg3 numeric
@attribute rnum[0] numeric
@attribute maxRNum numeric
@attribute fans[0] numeric
@attribute maxFans numeric
@attribute avgread[0] numeric
@attribute maxAvgRead numeric
@attribute avgpublish[0] numeric
@attribute maxAvgPublish numeric
@attribute hasMingyiVr {FALSE,TRUE}

@data
10,9,-1,11,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,231,-1,FALSE,FALSE,2,8.666667,8.5,9,62,FALSE,770,44650,44650,267633,774599,5161,22969,120,240,FALSE
11,8,-1,12,50,5.2,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,1,233,0,FALSE,FALSE,1,7.666667,8.5,9,214,FALSE,439,100000,100000,64275,398872,1203,21108,139,216,FALSE
11,8,-1,12,39,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,-1,FALSE,FALSE,5,7,5.5,10,317,FALSE,633,11559,12985,2793,184763,653,11953,36,180,FALSE
11,4,-1,12,50,5.4,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,1,231,0,FALSE,FALSE,1,9.666667,12,14,136,FALSE,1480,24968,24968,36150,398036,6515,13537,100,179,FALSE
11,4,0,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,235,-1,FALSE,FALSE,3,9,8.5,12,12,FALSE,8,34069,34069,180210,180210,18588,18588,24,122,FALSE
10,3,-1,11,50,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,-1,-1,FALSE,FALSE,10,12.333333,14,14,2,FALSE,10,2784,2784,130144,130144,2067,2067,144,144,FALSE
12,5,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,234,-1,FALSE,FALSE,3,9.333333,9,11,35,FALSE,129,6290,6290,139548,139548,8588,8588,93,183,FALSE
10,7,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,231,-1,FALSE,FALSE,4,14.666667,15,15,110,FALSE,908,1387,1387,11351,31410,515,1657,150,150,FALSE
10,-1,-1,11,50,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,-1,FALSE,FALSE,3,9,8,11,126,FALSE,884,2907,2907,56354,56354,3328,3328,109,109,FALSE
11,3,-1,12,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,232,-1,FALSE,FALSE,4,5.333333,6,7,388,FALSE,1009,12176,12176,99718,99718,6004,6004,129,232,FALSE
10,2,0,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,-1,FALSE,FALSE,5,10.666667,11,11,0,TRUE,36,0,41,3,340,6,63,75,90,FALSE
10,4,1,11,50,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,6,8,8.5,9,8,FALSE,79,2540,3415,62794,62794,3099,3099,103,103,FALSE
10,5,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,234,-1,FALSE,FALSE,7,9.333333,11,15,258,FALSE,803,342,25695,4033,253771,886,14253,116,240,FALSE
10,6,-1,11,20,4.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,-1,-1,FALSE,FALSE,5,6.5,6.5,8,576,FALSE,389,81271,81271,331748,331748,14982,14982,105,105,FALSE
10,9,-1,11,34,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,233,-1,FALSE,FALSE,5,6.666667,7.5,11,205,FALSE,215,16187,16187,139458,347734,13785,13785,30,240,FALSE
10,5,-1,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,-1,FALSE,FALSE,3,12.666667,13.5,15,28,FALSE,550,2034,7651,24943,24943,2295,2295,212,212,FALSE
10,-1,-1,11,45,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,3,6.666667,6.5,7,7,FALSE,1317,1252,1252,12437,12437,690,690,142,142,FALSE
10,6,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,-1,-1,FALSE,FALSE,6,10.333333,14.5,15,76,FALSE,552,1501,13443,44653,44653,1588,1588,223,223,FALSE
12,-1,-1,13,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,239,-1,FALSE,FALSE,2,7.333333,8.5,11,273,FALSE,764,36303,36303,701910,701910,56742,56742,102,212,FALSE
10,6,-1,11,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,237,-1,FALSE,FALSE,3,7.666667,6.5,10,180,FALSE,1378,666,3026,13542,161196,0,6538,0,231,FALSE
11,4,1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,231,3,FALSE,FALSE,4,8.666667,8,10,8,FALSE,7,54573,54573,11761,360387,354,5308,226,240,FALSE
12,-1,-1,13,50,5.3,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,TRUE,0,0,231,2,FALSE,FALSE,1,8.333333,8,10,25,FALSE,107,59048,100000,977098,977098,27686,44213,97,129,FALSE
11,6,-1,17,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,1,2,232,2,FALSE,FALSE,1,9,9,9,131,FALSE,70,28071,28071,100259,374078,29825,29825,114,152,FALSE
10,6,-1,11,31,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,0,0,239,-1,FALSE,FALSE,3,9.333333,10.5,13,215,FALSE,64,538,1612,1146,21623,0,239,0,70,FALSE
10,2,0,11,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,10,10.666667,11,11,8,FALSE,9,188,1767,10500,99504,105,3550,8,80,FALSE
10,-1,-1,11,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,1,FALSE,FALSE,4,8.333333,8,10,178,FALSE,144,12065,18266,178827,178827,20100,20100,161,161,FALSE
11,-1,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,232,0,FALSE,FALSE,1,8.333333,10.5,12,8,FALSE,1525,35968,35968,112119,818316,29120,36031,58,104,FALSE
11,5,-1,12,33,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,231,-1,FALSE,FALSE,5,6,7,7,193,FALSE,124,100000,100000,2049690,2049690,44041,44041,240,240,FALSE
11,4,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1,-1,-1,FALSE,FALSE,4,13.666667,15,15,265,FALSE,740,2374,2374,38053,38053,1347,1347,84,200,FALSE
11,3,-1,12,30,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,-1,-1,FALSE,FALSE,5,8,8.5,9,319,FALSE,595,395,438,3562,3562,0,218,0,5,FALSE
10,3,-1,11,33,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,-1,-1,FALSE,FALSE,4,6,7,10,351,FALSE,550,7097,7097,236851,236851,32609,32609,109,233,FALSE
10,-1,2,11,39,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,237,1,FALSE,FALSE,6,6,6,11,221,FALSE,43,28790,51315,166696,166696,20383,55926,57,76,FALSE
10,3,-1,11,43,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,-1,FALSE,FALSE,5,9,9,10,535,FALSE,962,404,404,5467,5467,429,429,17,17,FALSE
11,-1,-1,12,34,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,234,-1,FALSE,FALSE,3,6.666667,8.5,11,148,FALSE,799,1086,2430,4202,108344,0,1418,0,178,FALSE
12,-1,2,13,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,TRUE,0,0,230,0,FALSE,FALSE,1,9.333333,9,11,5,FALSE,150,0,516,27774,39584,3988,3988,60,164,FALSE
10,8,-1,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,-1,FALSE,FALSE,4,11,13,15,123,FALSE,648,36611,36611,797143,827375,26881,27045,98,189,FALSE
11,-1,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,231,-1,FALSE,FALSE,3,9.666667,11.5,15,439,FALSE,592,137,279,47081,47081,0,468,0,51,FALSE
11,4,-1,12,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1,232,-1,FALSE,FALSE,4,9.666667,10,15,174,FALSE,7,15859,15859,262207,262207,9685,9685,240,240,FALSE
10,7,-1,11,45,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,-1,FALSE,FALSE,7,8.666667,8.5,9,22,FALSE,568,33484,33484,193302,193302,39596,39596,84,153,FALSE
15,4,-1,16,50,5.2,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,2,231,2,TRUE,FALSE,1,8.666667,8.5,11,41,FALSE,46,23711,23711,300292,765629,26986,38780,60,216,FALSE
11,-1,-1,11,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,237,0,FALSE,FALSE,2,5.666667,8,10,64,FALSE,744,25009,25009,398883,398883,17216,17216,91,200,FALSE
11,6,-1,12,40,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,232,-1,FALSE,FALSE,3,9.333333,9.5,11,441,FALSE,769,1301,1301,26612,26612,1028,1028,88,88,FALSE
11,8,-1,12,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,-1,FALSE,FALSE,7,15,15,15,11,FALSE,570,217,217,2619,4376,135,135,85,85,FALSE
11,4,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,1,236,1,FALSE,FALSE,4,7,7,9,107,FALSE,400,1511,4432,53769,364600,2622,5564,44,241,FALSE
10,5,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,1,FALSE,FALSE,5,15,15,15,367,FALSE,431,285,505,2968,10045,0,535,1,22,FALSE
13,9,-1,14,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,232,0,FALSE,FALSE,1,11.333333,9.5,15,5,FALSE,322,11768,11768,362160,362160,9679,10294,32,219,FALSE
10,7,-1,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,238,1,FALSE,FALSE,4,12.333333,13,15,318,FALSE,1165,6907,6907,4527,12109,440,631,150,150,FALSE
11,6,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,2,232,-1,FALSE,FALSE,3,10,11.5,15,179,FALSE,1621,6023,6023,275307,275307,5810,5810,123,123,FALSE
-1,-1,-1,11,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,0,-1,-1,FALSE,FALSE,6,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,FALSE
10,-1,-1,10,50,5.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,0,232,-1,FALSE,FALSE,2,4.333333,5,6,174,FALSE,3,24314,27579,125549,172416,5436,8941,122,122,FALSE
12,9,-1,13,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,234,-1,FALSE,FALSE,2,11.333333,11,12,135,FALSE,32,1079,5681,13605,93773,1679,4668,210,210,FALSE
10,5,-1,11,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,231,-1,FALSE,FALSE,7,15,15,15,6,FALSE,795,0,3329,81891,81891,991,991,42,42,FALSE
11,6,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,0,0,232,0,FALSE,FALSE,2,10.333333,11.5,12,104,FALSE,123,12999,26324,954310,954310,40052,40052,117,117,FALSE
11,4,-1,12,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,231,0,FALSE,FALSE,3,5.666667,6.5,9,123,FALSE,836,169,6227,1806,87882,0,7917,0,240,FALSE
11,4,3,12,50,5.5,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,1,233,0,FALSE,FALSE,1,8.333333,10,15,71,FALSE,213,34645,34645,187963,187963,19786,19786,59,145,FALSE
11,-1,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1,239,0,FALSE,FALSE,4,9.333333,9.5,13,8,FALSE,3,41814,41814,118438,118438,36374,36374,30,224,FALSE
11,-1,-1,12,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,1,233,0,FALSE,FALSE,1,6.333333,7,9,84,FALSE,11,143,197,76,319,33,33,6,137,FALSE
12,4,-1,13,50,5.4,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,0,231,0,FALSE,FALSE,1,9.333333,10.5,12,34,FALSE,878,46821,46821,863798,863798,34120,34120,101,152,FALSE
12,4,-1,13,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1,233,2,FALSE,FALSE,3,12,10.5,15,221,FALSE,155,1064,17681,111881,111881,6468,6468,23,41,FALSE
13,8,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,1,2,239,4,TRUE,FALSE,2,6.333333,6,9,152,FALSE,371,11073,11073,81369,81369,18093,18093,33,82,FALSE
11,-1,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,1,239,-1,FALSE,FALSE,5,13,15,15,296,FALSE,11,207,2945,20815,21816,264,809,190,190,FALSE
12,9,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,231,3,FALSE,FALSE,1,7.666667,7,9,322,FALSE,431,32372,46729,283644,592448,8316,52286,143,240,FALSE
10,4,4,11,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,0,FALSE,FALSE,4,11,10.5,12,29,FALSE,25,42586,42586,40519,106927,42586,42586,1,174,FALSE
11,5,3,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,4,11,13,15,14,FALSE,13,1003,1003,22746,22746,1425,1425,168,168,FALSE
10,-1,-1,11,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,238,-1,FALSE,FALSE,4,7.333333,7.5,8,185,FALSE,545,8756,31367,69730,528461,6192,26251,183,232,FALSE
11,4,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,-1,FALSE,FALSE,4,9.333333,9.5,11,211,FALSE,468,14087,14087,370033,370033,9218,9218,159,240,FALSE
11,-1,-1,12,38,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,1,231,-1,FALSE,FALSE,3,6.333333,6.5,7,46,FALSE,914,3959,3959,18996,18996,4143,4143,36,36,FALSE
10,7,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,6,13,12,15,72,FALSE,453,33466,33466,128326,128326,4448,4448,144,188,FALSE
10,3,0,11,44,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,-1,FALSE,FALSE,5,7,7,9,12,TRUE,7,138,2268,955,20625,386,1147,3,107,FALSE
10,2,-1,11,48,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,TRUE,0,0,-1,-1,FALSE,FALSE,4,6.666667,8.5,9,563,FALSE,348,2310,2310,21249,21249,696,696,39,51,FALSE
13,4,2,14,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,232,0,FALSE,FALSE,1,10.666667,9,14,29,FALSE,121,64378,100000,764882,1326427,48623,96641,152,168,FALSE
10,4,1,11,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,2,6.666667,6.5,9,65,FALSE,6,20651,34709,139178,194738,5488,8793,31,79,FALSE
11,4,3,11,50,5.4,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,TRUE,0,0,231,-1,FALSE,TRUE,2,6.333333,6.5,7,128,TRUE,8,48398,48398,237531,237531,15528,17751,208,208,FALSE
11,-1,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,234,0,FALSE,FALSE,1,8.333333,6.5,12,12,FALSE,250,2444,4673,129151,129151,4250,4250,213,213,FALSE
11,4,1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,231,0,FALSE,FALSE,3,11.666667,11.5,12,15,FALSE,13,362,362,31632,31632,777,777,14,136,FALSE
12,-1,-1,13,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,2,230,-1,FALSE,FALSE,6,12.666667,11.5,15,146,FALSE,657,100000,100000,4983,369303,119,119,55,55,FALSE
12,-1,-1,13,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,2,232,-1,FALSE,FALSE,3,9,9.5,11,8,FALSE,180,15063,34734,86423,86423,7900,7900,86,86,FALSE
10,6,-1,11,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,0,0,231,-1,FALSE,FALSE,6,7,7,8,185,FALSE,137,100000,100000,316363,316363,8604,16776,166,166,FALSE
10,4,-1,11,45,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,1,1,-1,-1,FALSE,FALSE,4,7,7,9,175,FALSE,262,1760,6502,9329,16342,0,469,0,4,FALSE
11,9,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1,232,-1,FALSE,FALSE,7,12.333333,12,13,175,FALSE,64,211,7392,2200,923134,22,12311,131,142,FALSE
10,7,-1,11,29,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,-1,FALSE,FALSE,7,10.666667,13.5,14,15,FALSE,458,178,13684,28376,272653,785,13495,240,240,FALSE
14,4,3,14,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,1,236,0,FALSE,TRUE,1,8.333333,8,9,614,FALSE,240,75031,75031,477693,477693,13513,13513,64,240,FALSE
10,7,-1,10,41,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,TRUE,4,8.666667,11,12,662,FALSE,239,4590,6314,67440,67440,3196,3196,75,180,FALSE
11,6,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,2,FALSE,FALSE,2,10,7.5,15,818,FALSE,2319,83878,83878,792201,792201,8363,8363,80,145,FALSE
11,6,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,239,8,FALSE,TRUE,4,13.666667,15,15,250,FALSE,1416,1094,5504,18826,54811,255,1245,14,129,FALSE
11,-1,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,0,234,-1,FALSE,FALSE,2,7.666667,9,12,22,FALSE,1378,10777,15982,275234,275234,10104,13756,119,232,FALSE
11,9,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,238,0,FALSE,FALSE,5,10,11.5,15,326,FALSE,997,176,6818,8249,131544,887,6298,44,176,FALSE
12,6,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,TRUE,0,0,239,0,FALSE,FALSE,3,7.666667,8.5,9,2,FALSE,2025,3536,5438,96395,97125,5493,6611,156,219,FALSE
11,5,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,-1,-1,FALSE,FALSE,5,13.333333,13.5,15,111,FALSE,191,1599,1599,24943,24943,2295,2295,212,212,FALSE
12,4,-1,13,50,5.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,3,7.666667,8,9,201,FALSE,109,32017,32017,201423,201423,42043,42043,36,120,FALSE
12,7,4,13,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,2,-1,0,FALSE,FALSE,2,6,6.5,7,108,FALSE,11,35557,40431,103288,506395,21377,42025,127,156,FALSE
11,8,-1,12,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,0,1,235,10,FALSE,FALSE,2,7.666667,9,10,2,FALSE,10,11041,38653,126518,295322,13851,33287,57,228,FALSE
10,5,-1,11,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,-1,FALSE,FALSE,3,12,10.5,15,68,FALSE,393,1156,1156,17432,26983,341,341,24,145,FALSE
12,-1,-1,13,24,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,236,-1,FALSE,FALSE,2,11.333333,14.5,15,24,FALSE,40,1802,12248,8019,69487,1015,10663,130,145,FALSE
10,5,-1,11,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,235,-1,FALSE,FALSE,5,14,13.5,15,910,FALSE,1143,6975,6975,72347,72347,1469,1469,183,183,FALSE
10,-1,-1,11,39,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,0,231,-1,FALSE,FALSE,6,8,10.5,15,364,FALSE,480,528,18635,1984,215828,104,3444,7,109,FALSE
11,3,-1,12,43,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,-1,-1,FALSE,FALSE,4,6.333333,6,7,482,FALSE,668,3519,4777,16922,16922,1380,1380,27,27,FALSE
12,4,-1,13,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,230,-1,FALSE,FALSE,3,9.666667,10.5,12,62,FALSE,8,593,732,6096,97311,1377,1445,100,213,FALSE
11,7,-1,12,50,5.6,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,0,235,0,FALSE,FALSE,1,12,11.5,15,235,FALSE,211,20351,20351,77321,77321,15018,15018,50,50,FALSE
14,4,-1,15,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,2,239,3,FALSE,FALSE,2,9,9,10,3,FALSE,105,367,1533,42075,55494,813,2517,185,185,FALSE
11,6,-1,12,50,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,231,-1,FALSE,FALSE,5,6.666667,7,10,466,FALSE,588,1836,78216,248688,881999,8711,24335,3,201,FALSE
11,7,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,230,-1,FALSE,FALSE,6,11,11.5,15,419,FALSE,594,5272,5272,74007,74007,2027,2027,174,174,FALSE
11,8,-1,12,45,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,232,-1,FALSE,FALSE,5,11.333333,9.5,15,90,FALSE,1155,7930,7930,36374,45763,2492,2492,168,168,FALSE
11,4,-1,12,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,0,2,233,0,FALSE,FALSE,1,8.666667,8.5,9,26,FALSE,70,10528,10528,46546,71051,7355,7355,56,112,FALSE
10,7,-1,11,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,0,233,-1,FALSE,FALSE,5,10.666667,10,12,16,FALSE,68,2511,8251,9996,9996,2511,2511,1,52,FALSE
11,3,-1,12,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,0,0,239,-1,FALSE,FALSE,7,14.666667,15,15,704,FALSE,968,1626,1626,25699,25699,1051,1051,187,187,FALSE
11,4,-1,12,35,4.8,FALSE,TRUE,FALSE,TRUE,FALSE,0,4,TRUE,1,1,-1,-1,FALSE,FALSE,3,9.333333,8,15,150,FALSE,472,10054,24322,311323,992866,15136,15196,240,240,FALSE
11,-1,-1,12,50,5.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,1,239,-1,FALSE,FALSE,4,8,5,14,188,FALSE,188,1899,1966,31253,31253,1526,1526,191,191,FALSE
11,9,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,236,-1,FALSE,FALSE,2,9,9,11,352,FALSE,60,10318,10318,134065,762152,16663,16663,91,91,FALSE
12,-1,-1,13,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,239,3,FALSE,FALSE,2,7,7,9,144,FALSE,654,6247,6247,49755,49755,3416,3416,19,216,FALSE
11,-1,-1,12,33,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,231,-1,FALSE,FALSE,4,9.666667,8.5,14,121,FALSE,91,52948,95232,318509,934898,10050,89269,110,240,FALSE
11,9,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,1,1,230,-1,FALSE,FALSE,2,6,6,10,5,FALSE,340,5,1132,12,19501,19,1513,16,193,FALSE
11,5,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0,0,232,-1,FALSE,FALSE,7,14.333333,15,15,697,FALSE,664,935,935,25699,25699,1051,1051,187,187,FALSE
11,8,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,238,-1,FALSE,FALSE,5,8.666667,9,12,67,FALSE,841,111,92623,2778,787698,240,78828,51,51,FALSE
11,6,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,0,1,232,-1,FALSE,FALSE,4,11.666667,11,15,155,FALSE,1147,454,1411,15728,39040,613,1862,134,134,FALSE
12,-1,-1,12,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1,-1,3,FALSE,FALSE,5,10,7.5,15,6,FALSE,2031,18063,18063,272728,272728,11890,14476,42,140,FALSE
12,9,-1,13,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0,1,231,-1,FALSE,FALSE,4,9,10,12,725,FALSE,545,18679,22251,77374,524114,3468,14390,176,240,FALSE
